,path,label,RGB_R_mean,RGB_G_mean,RGB_B_mean,RGB_R_kurtosis,RGB_G_kurtosis,RGB_B_kurtosis,RGB_R_skew,RGB_G_skew,RGB_B_skew,RGB_R_entropy,RGB_G_entropy,RGB_B_entropy,RGB_R_var,RGB_G_var,RGB_B_var,contours,area,perimeter,major_axis_ellipse,minor_axis_ellipse,cx,cy,aspect_ratio
10,../data/Basmati/basmati (7368).jpg,Basmati,185.75719805559018,166.40508537953383,164.3114794964477,-0.46621002841691306,-0.4953447791942316,-0.49362757016807635,-1.2146984075876912,-1.1716328341897813,-1.1715077824044198,8.742672757884371,8.735020774305454,8.733870592261908,10234.03851699019,8421.792779822574,8226.150892775566,../imgs/basmati (7368).jpg,8209.5,466.05591082572937,218.06190490722656,50.8715934753418,120.02836145116429,120.38873662626631,1.2164179104477613
11,../data/Basmati/basmati (9520).jpg,Basmati,149.4532323410252,135.692267042452,136.365333803065,-1.7926770694460057,-1.7874822118290234,-1.787474658509586,-0.4153856177090454,-0.40762283450697295,-0.4083168005077976,8.189325092284227,8.168778723125826,8.169811653613802,13777.905026102966,11663.252666993687,11760.144494925567,../imgs/basmati (9520).jpg,5836.5,400.3157950639725,184.75775146484375,43.65195846557617,119.20186184642623,128.65864245124075,0.8805970149253731
12,../data/Basmati/basmati (6238).jpg,Basmati,107.63772191949376,103.15064158903147,102.17911759535947,-1.924506861540574,-1.9201489646912082,-1.920739642622159,0.2290724554015243,0.23235872983352274,0.23162826161328043,7.883342657816446,7.868559472568839,7.869343430291258,13898.217322003178,12933.439954325575,12677.689660602977,../imgs/basmati (6238).jpg,5860.5,421.002086520195,195.349609375,39.390380859375,125.44265278844239,121.16323976907545,1.62
13,../data/Basmati/basmati (10637).jpg,Basmati,165.47834671580887,156.93326313018298,158.24101619060156,-1.399665705040351,-1.3993419505653413,-1.399402476004779,-0.7552021568572607,-0.7460512002656848,-0.7474734035132421,8.57034385832037,8.564850222647975,8.565143616492989,12542.722086091186,11391.731889483613,11573.043530256024,../imgs/basmati (10637).jpg,7777.5,448.6000647544861,202.65347290039062,50.418212890625,121.4318868531019,120.66692381870782,1.3278688524590163
14,../data/Basmati/basmati (3752).jpg,Basmati,94.80490168928274,90.65286624203821,91.14428136250346,-1.8500309723438555,-1.8368547224696654,-1.8388363257001543,0.3591028015901744,0.36464122864493653,0.3638359839681003,8.031753046780537,8.030339392372456,8.030049235842458,12457.757145732512,11417.495532493602,11541.527784383865,../imgs/basmati (3752).jpg,7404.5,436.3746705055237,202.9254608154297,48.963584899902344,126.75595921399149,123.04652576136134,1.8494623655913978
15,../data/Basmati/basmati (8014).jpg,Basmati,79.6299565643828,73.21689785624211,73.06963710242398,-1.5016896966962068,-1.4724611179162752,-1.469132393208628,0.6955961335709513,0.7057044646061936,0.7067699438678459,7.817557940901262,7.804526602140825,7.804737724870231,12207.713845493421,10436.405806658055,10394.262069547443,../imgs/basmati (8014).jpg,7326.5,432.14927554130554,193.84625244140625,50.16753387451172,128.5471917013581,123.42414522623353,2.5211267605633805
16,../data/Basmati/basmati (2659).jpg,Basmati,190.50019135093763,173.11723434111494,173.96925628268912,-0.11971018920553078,-0.135813029574682,-0.13458008412629408,-1.3416713281456734,-1.3279677632265807,-1.327917482209611,8.75619511807647,8.743608053170338,8.744409810195698,9309.580781950883,7957.017637663033,8018.33391896468,../imgs/basmati (2659).jpg,8032.5,480.54119300842285,222.80238342285156,48.71894836425781,127.91235605353252,121.49349517584811,0.9612903225806452
17,../data/Basmati/basmati (1840).jpg,Basmati,72.6064024390244,69.21996951219512,67.33231707317073,-1.2771920992740493,-1.2611561817449481,-1.2579298387944802,0.8384972219313562,0.8433918017406096,0.8443914757699306,7.6615957001816435,7.656770556555368,7.657921129183871,11499.087763886822,10494.542009755169,9928.846272679955,../imgs/basmati (1840).jpg,6744.5,419.17871356010437,191.34030151367188,45.768131256103516,122.98126868806682,126.40591098920108,0.3407821229050279
18,../data/Basmati/basmati (314).jpg,Basmati,85.37862723214286,84.66852678571429,80.36021205357143,-1.6851588897112488,-1.6770942922496739,-1.6640027505880488,0.546048772060707,0.5490268689476637,0.5539964342282538,7.91594770528709,7.91576278124492,7.914514025101274,12140.841853472652,11950.056141133213,10789.534030758605,../imgs/basmati (314).jpg,7365.5,465.3452333211899,218.95474243164062,44.94694137573242,123.98907066730025,123.85180911004005,1.7745098039215685
19,../data/Basmati/basmati (14073).jpg,Basmati,101.94331619537274,95.35077120822622,95.8439588688946,-1.8722850977733494,-1.8574480850009412,-1.858157823466106,0.32823558411238535,0.3352364538225992,0.33485277808606106,8.138506707885766,8.130409408386145,8.13059828301222,13845.99023167637,12210.360121513208,12333.325522630697,../imgs/basmati (14073).jpg,7975.0,465.9310209751129,214.76710510253906,50.703365325927734,119.4365935214211,127.70476489028214,0.5754189944134078
20,../data/Basmati/basmati (9807).jpg,Basmati,85.4617373319545,76.02830920372286,76.2025594622544,-1.5295695646982357,-1.4811795998823662,-1.4883575468881975,0.6755943986203294,0.6922069316787632,0.689689803360016,7.936581687112714,7.925337787029408,7.927506598570872,13600.51611611301,10892.576370253928,10920.299067906239,../imgs/basmati (9807).jpg,7931.5,462.0904002189636,202.97955322265625,51.498802185058594,122.76423122990607,128.15877618777446,0.43157894736842106
21,../data/Basmati/basmati (11392).jpg,Basmati,63.75837603468664,60.298121140454604,60.56168703192748,-0.904844430402969,-0.8782661580297,-0.8794160697616946,1.0364924608560981,1.0436574614976604,1.0433183501426886,7.6577557258596585,7.648150332959652,7.6486467318042735,10756.2221329034,9688.35009369758,9769.353276565304,../imgs/basmati (11392).jpg,7825.0,468.4507908821106,215.27146911621094,48.417327880859375,123.99844515441958,124.69767838125665,3.5964912280701755
22,../data/Basmati/basmati (7230).jpg,Basmati,110.78089618880561,98.73034603731462,98.27092967628768,-1.9323356363914395,-1.9161244236609811,-1.9190209975429937,0.19202683438425922,0.20155377898954824,0.1999600068652063,8.000603307797697,7.98744820966944,7.986107668533763,14141.146061451669,11395.398662916454,11298.636053337583,../imgs/basmati (7230).jpg,6446.5,420.37467110157013,189.30560302734375,44.50142288208008,125.44171255720158,125.63569378732646,1.6666666666666667
23,../data/Basmati/basmati (9581).jpg,Basmati,115.01291409320606,103.90468837731612,104.41114542391915,-1.9638810527068555,-1.9386361112258559,-1.9392091332879366,0.1326822185867477,0.1465453819033514,0.14610163682612937,8.145628387719263,8.137446744361906,8.137617576070209,14580.25699212569,12022.975334560386,12135.420656239941,../imgs/basmati (9581).jpg,7312.5,452.31579625606537,204.61219787597656,46.840885162353516,121.88209686609686,121.4220170940171,1.6923076923076923
24,../data/Basmati/basmati (8931).jpg,Basmati,139.26111730459556,128.85977951195343,128.5847888021801,-1.8937178335359224,-1.8777630192318988,-1.8789018144869833,-0.28373518925122926,-0.2663973954415856,-0.2677801915241499,8.466435794838153,8.460304439950432,8.460304718421916,14039.464581286002,12152.058376118857,12095.78201561562,../imgs/basmati (8931).jpg,8264.0,467.87214398384094,212.4834442138672,52.115516662597656,121.61041868344627,120.20907954178766,1.4661016949152543
25,../data/Basmati/basmati (2991).jpg,Basmati,70.89203467894879,65.56989975616364,65.30804659983744,-1.1467323716833318,-1.1014672333975528,-1.105994312253574,0.9105848563940452,0.9239894866271846,0.9225472981004221,7.742971593708845,7.733625227238096,7.734074864752026,11647.418714662574,10054.041375199922,9967.029192905982,../imgs/basmati (2991).jpg,7582.5,449.1787130832672,204.9968719482422,48.05863952636719,124.26780964941202,124.06176502912407,0.31443298969072164
26,../data/Basmati/basmati (6844).jpg,Basmati,135.2876627402356,125.23248605083695,124.69699318040918,-1.9437584398757775,-1.9392010285020669,-1.938811498580309,-0.20497632715065126,-0.20026857152323302,-0.19994213128229169,8.202938493461456,8.197038195373214,8.196515021302918,14467.327045560156,12491.625739448811,12391.97715772903,../imgs/basmati (6844).jpg,6613.5,388.7178169488907,166.5342254638672,51.10102462768555,123.37980393639272,125.44252917013179,1.6666666666666667
27,../data/Basmati/basmati (8892).jpg,Basmati,213.91353877610632,199.75565941288156,202.22184898495692,7.126573883539647,6.684055538474473,6.780519255099293,-2.9178646767108143,-2.7832651042684042,-2.8126264885564622,8.760312374502615,8.756033873381035,8.756454458871811,3732.6979428881928,3404.271683685957,3465.2049089224256,../imgs/basmati (8892).jpg,7013.0,420.49956476688385,199.9835205078125,48.56816864013672,120.2812633680308,120.42677883929845,1.1007751937984496
28,../data/Basmati/basmati (11920).jpg,Basmati,135.61105401393172,123.27418065547562,125.21696928171748,-1.8632932463582703,-1.850625907519405,-1.8533406432011754,-0.32731272995821925,-0.31202787517935326,-0.3151530184066272,8.564561696963512,8.557478911605692,8.557806308593596,12761.286427997196,10670.813142885258,10996.23635472933,../imgs/basmati (11920).jpg,8952.0,477.6711337566376,216.3699493408203,55.01670837402344,127.77515266607088,126.61403410783437,1.4308943089430894
29,../data/Basmati/basmati (4845).jpg,Basmati,83.02390142517815,77.84649643705463,78.18378859857482,-1.5872015190053217,-1.5793708999168516,-1.5798894177397318,0.6242140046016369,0.6272904177558981,0.6270292941462745,7.816672168768289,7.803831088744104,7.80451300455004,12265.967510669616,10891.372814328372,10978.959392772407,../imgs/basmati (4845).jpg,6920.5,437.2030979394913,204.98538208007812,44.767250061035156,126.55504178407148,122.03711196204512,1.891304347826087
30,../data/Basmati/basmati (3083).jpg,Basmati,206.34629075893494,181.67449807774454,181.47045422184252,2.296589182195973,2.108693073518774,2.124329659582611,-2.0336510688359906,-1.9413596845453513,-1.947362783402772,8.730229690944675,8.72042680378685,8.72040452111008,6332.233777712413,5185.224534046094,5167.207406984342,../imgs/basmati (3083).jpg,7195.0,450.0975420475006,208.36354064941406,46.07495880126953,126.2847810979847,127.76031966643502,1.1071428571428572
31,../data/Basmati/basmati (12756).jpg,Basmati,58.4572404159553,54.86931553624088,54.666614930932795,-0.4364228690771843,-0.43151664883806484,-0.4321512918570889,1.2432064896830795,1.2448478582542748,1.2445759955440066,7.398872564504086,7.386356986911181,7.385565798417476,10623.36566346959,9437.783635524058,9370.259489193179,../imgs/basmati (12756).jpg,6647.5,447.37972354888916,218.00985717773438,40.42034912109375,123.47326062429485,124.72089758054406,0.245
32,../data/Basmati/basmati (11493).jpg,Basmati,194.2179638946434,176.69917135247115,176.25688073394497,0.11493922218182817,0.043135531655415615,0.046560691729355064,-1.4303112824532611,-1.3638994088400735,-1.3660499694698274,8.612430642435125,8.60330976943851,8.604700715549754,9236.102388159692,7919.358007599818,7851.696072069529,../imgs/basmati (11493).jpg,6932.5,458.198047041893,212.64056396484375,43.72039794921875,119.19194614737347,120.52684216852985,0.8734177215189873
33,../data/Basmati/basmati (7773).jpg,Basmati,126.34413012729844,116.10792079207921,116.41909476661952,-1.9566906351715978,-1.9435163351464702,-1.9441312280668437,-0.10337827852294075,-0.09223394445265157,-0.09274579553781587,8.269810847903877,8.26171177515605,8.261102814163074,13622.871249137239,11637.809145181844,11705.052506677015,../imgs/basmati (7773).jpg,7255.5,462.74220049381256,203.53106689453125,47.598838806152344,118.41322674752486,126.25435876231825,1.2890625
34,../data/Basmati/basmati (10893).jpg,Basmati,98.40711146624051,88.66200559328806,87.89505926221867,-1.806044771746399,-1.7613175565853967,-1.7659832347534044,0.41610639217732387,0.4348684861720263,0.43305638332851093,8.045413425175187,8.032725797507673,8.030411919940663,14108.971695331964,11617.107760047376,11433.104182540766,../imgs/basmati (10893).jpg,7700.0,453.3036034107208,210.65293884277344,49.572418212890625,128.38781385281385,125.60402597402597,1.924731182795699
35,../data/Basmati/basmati (7578).jpg,Basmati,184.17471056983914,162.88678394226432,160.00075176665163,-0.5079821123348958,-0.5468232997637892,-0.5539622289698851,-1.2034544236402966,-1.141224159156853,-1.1315351209489104,8.551686518228653,8.544491062145354,8.543479218368832,10217.949629577182,8212.86689946001,7957.14463933862,../imgs/basmati (7578).jpg,6813.0,409.1858515739441,190.3688201904297,47.39771270751953,126.82545623562795,125.50978521454083,1.218487394957983
36,../data/Basmati/basmati (5520).jpg,Basmati,85.91991193064538,76.31773771845329,75.65130039906427,-1.5863852834267624,-1.5551842827828695,-1.5536488043008956,0.6278833400844207,0.6389785783177051,0.6395165116053314,7.889575789370116,7.874925244887004,7.874948442355869,13193.063628559741,10547.63166968599,10366.655070209335,../imgs/basmati (5520).jpg,7458.5,456.85995280742645,219.29534912109375,46.98969268798828,125.85750039105271,127.3920582780273,0.5303867403314917
37,../data/Basmati/basmati (5326).jpg,Basmati,137.30255941499087,129.9558196221816,128.34018890920171,-1.8355917044774586,-1.8170754366640884,-1.8163617965766223,-0.3601895503518546,-0.33689688893650793,-0.33659230906860743,8.293022463633045,8.288154876640565,8.288176675651867,12595.076343236111,11407.71163736905,11125.352735857063,../imgs/basmati (5326).jpg,6737.5,424.8010765314102,195.19500732421875,45.898921966552734,124.83114409400123,119.86379715522571,1.3421052631578947
38,../data/Basmati/basmati (1139).jpg,Basmati,186.56716962764662,165.70479435385738,166.7684351423704,-0.1397007908438721,-0.16879496361767066,-0.1681893885631638,-1.3369419762657424,-1.3017158280698138,-1.3032022410921782,8.799031768195366,8.784855816115575,8.786065242443769,9077.361574880204,7449.689928340529,7524.805832571906,../imgs/basmati (1139).jpg,8417.5,494.19804525375366,233.625244140625,48.40910720825195,126.31547371547371,122.05017325017324,0.9030303030303031
39,../data/Basmati/basmati (11198).jpg,Basmati,160.65990512023555,151.66579420906265,150.36152461966302,-1.4930953051272335,-1.4915508281458132,-1.4915059396685575,-0.6908227937006747,-0.6776939261893361,-0.6769637714141454,8.343011232044018,8.33425825858367,8.333923703675643,12404.406010591358,11227.95717611142,11044.174878225182,../imgs/basmati (11198).jpg,6277.5,411.62950336933136,188.84988403320312,43.83698272705078,121.08068498606133,120.23220496482145,1.2782608695652173
40,../data/Basmati/basmati (2406).jpg,Basmati,142.87670693277312,134.093618697479,133.19459033613447,-1.779815115684691,-1.7694081675687547,-1.7696198622602288,-0.43810230610605355,-0.42078538947982524,-0.42103011287009984,8.466057527688907,8.459860348802057,8.458744800910369,12724.420066676717,11339.01053701007,11200.340811071674,../imgs/basmati (2406).jpg,7781.5,403.6883795261383,173.77532958984375,58.31156539916992,121.03737497054979,123.07909786030972,1.5252525252525253
41,../data/Basmati/basmati (14164).jpg,Basmati,179.34134677523588,175.05286286674422,165.4788677782086,-0.4331095450138438,-0.4499196261014071,-0.466256093683421,-1.2336416312012926,-1.210800858575693,-1.1883912618451795,8.706186583195562,8.705278579702899,8.701925691567816,9502.946814419876,9112.581540530891,8238.630579666762,../imgs/basmati (14164).jpg,7921.5,466.68332695961,221.9183349609375,48.601905822753906,119.75669591196953,117.53125460245323,1.1418439716312057
42,../data/Basmati/basmati (12035).jpg,Basmati,177.80405970149255,168.50161194029852,167.99737313432837,-0.2764457694225828,-0.29816055657852836,-0.2990890207264405,-1.2918411251819424,-1.2636518285105682,-1.2631000817300928,8.797039259437112,8.793914445198034,8.793688321977468,8854.531995459123,8049.872206356872,8007.65276921898,../imgs/basmati (12035).jpg,8564.5,483.5117540359497,230.96133422851562,50.12803649902344,127.83215599276082,121.30608908868001,0.9197530864197531
43,../data/Basmati/basmati (4981).jpg,Basmati,70.74211502782931,66.77068645640074,67.13494124922697,-1.1061671176406205,-1.0666837609049546,-1.0738247157772745,0.9378117786752546,0.9492602966532231,0.9471674950477131,7.773774934882186,7.766913850249262,7.767568616826667,12187.766643145704,10931.823976832427,11041.29793186111,../imgs/basmati (4981).jpg,8297.5,472.6934313774109,213.07615661621094,51.43047332763672,120.77469117203977,123.92923571356833,3.5689655172413794
44,../data/Basmati/basmati (13186).jpg,Basmati,77.97569659442725,74.03637770897832,70.24318885448916,-1.4629650512811971,-1.4434813223401852,-1.4328276820608357,0.72170798190846,0.7279902888292061,0.731647582063324,7.698324417944159,7.696637239461305,7.692096113311123,12025.705136898658,10871.703165826377,9824.941942772382,../imgs/basmati (13186).jpg,6640.0,418.3919167518616,192.20538330078125,46.138362884521484,122.71212349397591,124.18112449799196,0.3942857142857143
45,../data/Basmati/basmati (184).jpg,Basmati,66.30918460139436,64.63670809336162,60.74098211579266,-0.9940557307957008,-0.9853556997704702,-0.9882527075104055,0.9932533921958234,0.9961321875088992,0.9951540787470292,7.55424120852245,7.541753333871171,7.537916712944142,11117.066575236915,10653.254954425553,9427.666616919656,../imgs/basmati (184).jpg,6788.5,430.3502860069275,196.26239013671875,45.05813217163086,124.28658761140163,124.04409417888094,3.0833333333333335
46,../data/Basmati/basmati (1338).jpg,Basmati,178.2548239799676,157.85329209014583,157.8341434673737,-0.9246156442845432,-0.9300444503532512,-0.9291948386290843,-1.01913482240508,-1.0048535315215104,-1.0060000442329695,8.536886160702785,8.526718570374445,8.526122501670912,11186.128318532132,8971.217539979642,8973.268706075161,../imgs/basmati (1338).jpg,6967.0,457.6122592687607,212.30702209472656,42.49531936645508,122.27022630496148,121.36625041864025,1.2164179104477613
47,../data/Basmati/basmati (9427).jpg,Basmati,61.39912962387317,60.36322660864159,56.65651227852036,-0.7390219865429466,-0.7349363647127043,-0.7279814384589325,1.1168530536539274,1.1179587925073415,1.1197472165359705,7.481786295666593,7.478270525957101,7.479588340619664,10500.739669742912,10174.111927170596,8963.638000021065,../imgs/basmati (9427).jpg,6644.0,467.5634891986847,212.16036987304688,40.99732208251953,121.28537025888019,124.49265001003411,0.3137254901960784
48,../data/Basmati/basmati (13881).jpg,Basmati,85.42484453207948,80.16123160928257,78.78022144698923,-1.5666352444487626,-1.524125230193521,-1.5237802449725157,0.6457618330690389,0.6611607474450298,0.6614430828342841,7.768393210119349,7.764212609750602,7.762310533774718,13401.061278699477,11879.210012255322,11490.5521827509,../imgs/basmati (13881).jpg,6786.5,453.20309817790985,231.27671813964844,42.20674514770508,120.19366880326136,123.58432181536875,0.5054945054945055
49,../data/Basmati/basmati (7531).jpg,Basmati,66.50074636992808,62.0450536029312,61.130546885601845,-0.9647686480057405,-0.9276390239691215,-0.9199827637220008,1.0066866641571182,1.0172597135905417,1.0193396756359663,7.655680217667566,7.644003057080403,7.6452071208836525,11308.821583104214,9941.083870566406,9649.770174229343,../imgs/basmati (7531).jpg,7567.5,458.97770273685455,212.71807861328125,47.208152770996094,123.44512718863561,125.25208677458428,2.8260869565217392
50,../data/Basmati/basmati (14211).jpg,Basmati,115.55384145410112,109.19444020161906,101.98625324576142,-1.9776205276313767,-1.9650863900512445,-1.9516145018269837,0.08412401511156632,0.09210947726842751,0.09991732801565059,8.086344093829796,8.078895402738588,8.076467939140258,14030.03967785053,12639.08255347844,11071.22815988882,../imgs/basmati (14211).jpg,6726.0,432.90158212184906,200.17535400390625,44.70807647705078,122.18027059173357,119.79472693032014,1.5961538461538463
51,../data/Basmati/basmati (14563).jpg,Basmati,69.48599670510708,63.96286909136992,62.15650741350906,-1.0865040765782275,-1.0654759435796142,-1.0593226593146368,0.9470440471090489,0.9534231217974732,0.955296027645113,7.771651760851526,7.75757415100403,7.756852554058217,11658.847700245333,9984.730974609525,9441.92494149592,../imgs/basmati (14563).jpg,8098.0,479.5046144723892,229.75845336914062,48.28324890136719,122.0538404544332,123.58993990285666,0.4
52,../data/Basmati/basmati (9959).jpg,Basmati,171.30100822499335,149.41483152029716,149.6545502785885,-1.2589678724611044,-1.2651808625564966,-1.264009132367478,-0.8414709589731554,-0.8056750871235275,-0.8088157525678141,8.595521415828522,8.584736919592123,8.585498321426664,12214.741577651566,9539.442534072172,9550.507355920063,../imgs/basmati (9959).jpg,7720.5,457.57062888145447,213.3720703125,48.0648307800293,125.66185264339528,124.75895343565831,0.7804878048780488
53,../data/Basmati/basmati (648).jpg,Basmati,77.07422567881021,70.6756719879929,70.49351889753036,-1.373792087559058,-1.3585581894492131,-1.3556240721602855,0.7816797736738607,0.7865089903397716,0.7873276211437142,7.788655147924524,7.779924278103974,7.780113147037238,12413.894613348444,10511.225825121497,10455.846082978256,../imgs/basmati (648).jpg,7526.0,451.36247861385345,205.61607360839844,48.542884826660156,120.71303924173974,123.27865621401364,2.5675675675675675
54,../data/Basmati/basmati (9108).jpg,Basmati,144.75743313052462,132.63965101595684,133.03834232579499,-1.793681901652931,-1.7808750830350257,-1.780087647102156,-0.4251680267856214,-0.4067423006676352,-0.40573080815510215,8.599116462576125,8.595225748251385,8.596831610958896,13193.94104651645,11175.43495173219,11223.362552366341,../imgs/basmati (9108).jpg,8917.5,518.8254603147507,248.93255615234375,48.90818405151367,119.45605083637042,127.53038033828612,1.273972602739726
55,../data/Basmati/basmati (10409).jpg,Basmati,71.99961656441718,66.02760736196319,65.57080777096114,-1.136468291798973,-1.113407968082963,-1.1133318900609177,0.9206993348537406,0.9274905794842493,0.9274456748470344,7.776173066898433,7.761496492270363,7.76114946134115,12244.56658983253,10407.688399387758,10266.070139633805,../imgs/basmati (10409).jpg,8036.5,485.7472542524338,238.52789306640625,45.9716682434082,124.6916153383521,124.78128953317156,0.4039408866995074
56,../data/Basmati/basmati (8203).jpg,Basmati,62.73679653679654,57.563017934446506,57.973902288188,-0.6924843070918056,-0.6913926299593118,-0.6920986419900754,1.136707700122812,1.1372278838819496,1.1370717355547657,7.675933165813086,7.663564125572901,7.662921221104477,11263.007285470665,9556.56538557358,9696.062769744314,../imgs/basmati (8203).jpg,8300.0,477.62236404418945,226.7123565673828,49.85550308227539,124.06002008032128,126.44417670682729,0.25471698113207547
57,../data/Basmati/basmati (10492).jpg,Basmati,63.56835443037975,56.522943037974684,55.409335443037975,-0.7824467952611567,-0.7706573539922892,-0.7666908617573647,1.0942794012352888,1.097682431341767,1.098848824159989,7.456076857283463,7.44064545070707,7.43469862374833,11115.654188431343,8884.454536908146,8569.686400191275,../imgs/basmati (10492).jpg,6524.5,458.9777030944824,213.98963928222656,39.68818664550781,123.11581985848213,121.69147061077477,0.32663316582914576
58,../data/Basmati/basmati (7213).jpg,Basmati,133.88468287791426,120.73176234645274,120.80107796440211,-1.9540927893587552,-1.9322987131104592,-1.9354112164577122,-0.15106498658136439,-0.129332649684699,-0.1325451374060504,8.409662369537191,8.394814756096348,8.395385053552745,14652.703422944056,12171.77562940855,12167.688808063362,../imgs/basmati (7213).jpg,8174.5,491.3696174621582,230.4045867919922,47.92626953125,122.35227434909372,129.18090810854892,1.3458646616541354
59,../data/Basmati/basmati (8475).jpg,Basmati,97.4921451787649,90.93892199349946,89.84845612134345,-1.792971551475303,-1.7802105703925812,-1.7764230757997932,0.43509043297209526,0.4411888201932723,0.4427624706951994,8.045335707609762,8.030539334267438,8.03047169739987,13884.944683697233,12244.959297646137,11957.954688840708,../imgs/basmati (8475).jpg,7582.0,482.01428043842316,236.47035217285156,43.32858657836914,122.30546030071221,125.01224391101731,0.5842105263157895
